439187.0 6745118.0
439185.72691932356 6745117.73681643
439184.4538386471 6745117.473632861
439183.18075797067 6745117.210449291
439181.9076772942 6745116.947265722
439180.6345966178 6745116.684082152
439179.36151594133 6745116.420898583
439178.0884352649 6745116.157715013
439176.81535458844 6745115.894531444
439175.542273912 6745115.631347874
439174.26919323555 6745115.368164305
439172.9961125591 6745115.104980735
439171.72303188266 6745114.841797166
439170.4499512062 6745114.578613596
439169.1768705298 6745114.3154300265
439167.9037898533 6745114.052246457
439166.6307091769 6745113.789062887
439165.35762850044 6745113.525879318
439164.084547824 6745113.262695748
439162.81146714755 6745112.999512179
439161.5383864711 6745112.736328609
439160.26530579466 6745112.47314504
439158.9922251182 6745112.20996147
439157.71914444177 6745111.946777901
439156.4460637653 6745111.683594331
439155.1729830889 6745111.420410762
439153.89990241244 6745111.157227192
439152.626821736 6745110.894043623
439151.35374105955 6745110.630860053
439150.0806603831 6745110.3676764835
439148.80757970666 6745110.104492914
439147.5344990302 6745109.841309344
439146.26141835377 6745109.578125775
439144.9883376773 6745109.314942205
439143.7152570009 6745109.051758636
439142.44217632443 6745108.788575066
439141.169095648 6745108.525391497
439139.89601497154 6745108.262207927
439138.6229342951 6745107.999024358
439137.34985361865 6745107.735840788
439136.0767729422 6745107.472657219
439134.80369226576 6745107.209473649
439133.5306115893 6745106.9462900795
439132.2575309129 6745106.68310651
439130.9844502364 6745106.41992294
439129.71136956 6745106.156739371
439128.43828888354 6745105.893555801
439127.1652082071 6745105.630372232
439125.89212753065 6745105.367188662
439124.6190468542 6745105.104005093
439123.34596617776 6745104.840821523
439122.0728855013 6745104.577637954
439120.79980482487 6745104.314454384
439119.5267241484 6745104.051270815
439118.253643472 6745103.788087245
439116.98056279554 6745103.524903676
439115.7074821191 6745103.261720106
439114.43440144265 6745102.9985365365
439113.1613207662 6745102.735352967
439111.88824008976 6745102.472169397
439110.6151594133 6745102.208985828
439109.34207873687 6745101.945802258
439108.0689980604 6745101.682618689
439106.795917384 6745101.419435119
439105.52283670753 6745101.15625155
439104.2497560311 6745100.89306798
439102.97667535464 6745100.629884411
439101.7035946782 6745100.366700841
439100.43051400175 6745100.103517272
439099.1574333253 6745099.840333702
439097.88435264886 6745099.5771501325
439096.6112719724 6745099.313966563
439095.338191296 6745099.050782993
439094.06511061953 6745098.787599424
439092.7920299431 6745098.524415854
439091.51894926664 6745098.261232285
439090.2458685902 6745097.998048715
439088.97278791375 6745097.734865146
439087.6997072373 6745097.471681576
